Food,Verbs,Top 5 Verbs,Antonyms,Top 5 Antonyms
banana,"{'mash': 24, 'add': 17, 'place': 13, 'slice': 11, 'combine': 11, 'top': 7, 'fold': 6, 'blend': 6, 'mix': 6, 'spread': 5, 'cut': 5, 'desire': 5, 'roll': 5, 'use': 4, 'spoon': 3, 'freeze': 3, 'reach': 3, 'be': 2, 'lay': 2, 'brush': 2, 'make': 2, 'chop': 1, 'stir': 1, 'coat': 1, 'fill': 1, 'condense': 1, 'dry': 1, 'serve': 1, 'dice': 1, 'assemble': 1, 'gather': 1, 'grind': 1, 'set': 1, 'work': 1, 'press': 1, 'run': 1, 'meet': 1, 'tuck': 1, 'seal': 1, 'pulse': 1, 'stop': 1, 'go': 1, 'peel': 1, 'line': 1, 'arrange': 1, 'garnish': 1, 'clean': 1, 'remove': 1, 'infuse': 1, 'reduce': 1, 'cover': 1, 'cook': 1, 'warm': 1, 'pour': 1, 'scoop': 1, 'substitute': 1, 'roast': 1, 'invert': 1, 'flip': 1}","{'mash': 24, 'add': 17, 'place': 13, 'slice': 11, 'combine': 11, 'top': 7}","{'take_away': {'Original Verb': ['add'], 'Verb Counter': 17}, 'subtract': {'Original Verb': ['add'], 'Verb Counter': 17}, 'gather': {'Original Verb': ['spread'], 'Verb Counter': 5}, 'fold': {'Original Verb': ['spread'], 'Verb Counter': 5}, 'unfold': {'Original Verb': ['fold'], 'Verb Counter': 6}, 'open': {'Original Verb': ['fold'], 'Verb Counter': 6}, 'switch_on': {'Original Verb': ['cut'], 'Verb Counter': 5}, 'expand': {'Original Verb': ['cut', 'reduce'], 'Verb Counter': 6}, 'uncut': {'Original Verb': ['cut', 'cut', 'cut'], 'Verb Counter': 15}, 'untrimmed': {'Original Verb': ['cut'], 'Verb Counter': 5}, 'unmown': {'Original Verb': ['cut'], 'Verb Counter': 5}, 'divest': {'Original Verb': ['place'], 'Verb Counter': 13}, 'differ': {'Original Verb': ['be'], 'Verb Counter': 2}, 'empty': {'Original Verb': ['fill', 'fill'], 'Verb Counter': 2}, 'wet': {'Original Verb': ['dry', 'dry', 'dry', 'dry', 'dry'], 'Verb Counter': 5}, 'sweet': {'Original Verb': ['dry'], 'Verb Counter': 1}, 'phlegmy': {'Original Verb': ['dry'], 'Verb Counter': 1}, 'segregate': {'Original Verb': ['mix'], 'Verb Counter': 6}, 'bottom': {'Original Verb': ['top', 'top'], 'Verb Counter': 14}, 'disassemble': {'Original Verb': ['assemble'], 'Verb Counter': 1}, 'spread': {'Original Verb': ['gather'], 'Verb Counter': 1}, 'rise': {'Original Verb': ['set'], 'Verb Counter': 1}, 'idle': {'Original Verb': ['work', 'run'], 'Verb Counter': 2}, 'malfunction': {'Original Verb': ['work', 'run', 'go'], 'Verb Counter': 3}, 'diverge': {'Original Verb': ['meet'], 'Verb Counter': 1}, 'stand': {'Original Verb': ['lay'], 'Verb Counter': 2}, 'arise': {'Original Verb': ['lay'], 'Verb Counter': 2}, 'unwind': {'Original Verb': ['roll'], 'Verb Counter': 5}, 'unseal': {'Original Verb': ['seal'], 'Verb Counter': 1}, 'unmake': {'Original Verb': ['make'], 'Verb Counter': 2}, 'break': {'Original Verb': ['make'], 'Verb Counter': 2}, 'continuant_consonant': {'Original Verb': ['stop'], 'Verb Counter': 1}, 'start': {'Original Verb': ['stop', 'stop'], 'Verb Counter': 2}, 'continue': {'Original Verb': ['stop'], 'Verb Counter': 1}, 'begin': {'Original Verb': ['stop'], 'Verb Counter': 1}, 'stay_in_place': {'Original Verb': ['go'], 'Verb Counter': 1}, 'come': {'Original Verb': ['go'], 'Verb Counter': 1}, 'be_born': {'Original Verb': ['go'], 'Verb Counter': 1}, 'stop': {'Original Verb': ['go'], 'Verb Counter': 1}, 'no-go': {'Original Verb': ['go'], 'Verb Counter': 1}, 'dress': {'Original Verb': ['peel'], 'Verb Counter': 1}, 'boil': {'Original Verb': ['freeze'], 'Verb Counter': 3}, 'unfreeze': {'Original Verb': ['freeze'], 'Verb Counter': 3}, 'unblock': {'Original Verb': ['freeze'], 'Verb Counter': 3}, 'disarrange': {'Original Verb': ['arrange'], 'Verb Counter': 1}, 'dirty': {'Original Verb': ['clean', 'clean', 'clean', 'clean'], 'Verb Counter': 4}, 'unclean': {'Original Verb': ['clean'], 'Verb Counter': 1}, 'unfairly': {'Original Verb': ['clean'], 'Verb Counter': 1}, 'blow_up': {'Original Verb': ['reduce'], 'Verb Counter': 1}, 'oxidize': {'Original Verb': ['reduce'], 'Verb Counter': 1}, 'oxidise': {'Original Verb': ['reduce'], 'Verb Counter': 1}, 'gain': {'Original Verb': ['reduce'], 'Verb Counter': 1}, 'uncover': {'Original Verb': ['cover'], 'Verb Counter': 1}, 'cool': {'Original Verb': ['warm', 'warm', 'warm'], 'Verb Counter': 3}}","{'take_away': {'Original Verb': ['add'], 'Verb Counter': 17}, 'subtract': {'Original Verb': ['add'], 'Verb Counter': 17}, 'divest': {'Original Verb': ['place'], 'Verb Counter': 13}, 'bottom': {'Original Verb': ['top', 'top'], 'Verb Counter': 14}}"
egg,"{'add': 242, 'combine': 156, 'whisk': 137, 'beat': 134, 'mix': 96, 'brush': 79, 'pour': 55, 'cook': 55, 'make': 47, 'be': 45, 'stir': 41, 'set': 41, 'coat': 37, 'crack': 35, 'fold': 35, 'place': 31, 'incorporate': 30, 'use': 29, 'remain': 28, 'melt': 27, 'scramble': 26, 'bake': 24, 'fry': 24, 'form': 21, 'top': 21, 'sprinkle': 21, 'dip': 20, 'roll': 19, 'cover': 16, 'transfer': 16, 'season': 14, 'continue': 14, 'boil': 13, 'slice': 13, 'grind': 12, 'remove': 12, 'seal': 12, 'serve': 11, 'whip': 11, 'dredge': 10, 'scrape': 9, 'take': 9, 'let': 9, 'fill': 9, 'press': 9, 'sift': 8, 'separate': 8, 'reduce': 8, 'repeat': 8, 'push': 8, 'cut': 7, 'start': 7, 'grease': 7, 'break': 6, 'shake': 6, 'desire': 6, 'follow': 6, 'garnish': 6, 'granulate': 6, 'reach': 6, 'mash': 6, 'stuff': 6, 'chop': 6, 'powder': 5, 'simmer': 5, 'become': 5, 'ensure': 5, 'move': 5, 'prepare': 5, 'create': 5, 'drizzle': 5, 'sit': 5, 'blend': 4, 'come': 4, 'assemble': 4, 'do': 4, 'cool': 4, 'evaporate': 4, 'finish': 4, 'temper': 4, 'put': 4, 'toss': 4, 'spread': 4, 'crumble': 4, 'want': 3, 'grate': 3, 'swirl': 3, 'flour': 3, 'layer': 3, 'chill': 3, 'dice': 3, 'return': 3, 'begin': 3, 'lift': 3, 'flow': 3, 'poach': 3, 'overlap': 3, 'allow': 3, 'prop': 3, 'look': 3, 'ladle': 2, 'taste': 2, 'fall': 2, 'pulse': 2, 'need': 2, 'fit': 2, 'reserve': 2, 'shred': 2, 'bring': 2, 'microwave': 2, 'bubble': 2, 'like': 2, 'peel': 2, 'pipe': 2, 'plate': 2, 'drop': 2, 'work': 2, 'dry': 2, 'divide': 2, 'soften': 2, 'arrange': 2, 'give': 2, 'uncover': 2, 'curdle': 2, 'toast': 2, 'keep': 2, 'flip': 2, 'apply': 2, 'stay': 2, 'adhere': 2, 'heat': 2, 'sautée': 2, 'dunk': 2, 'drip': 2, 'marinate': 2, 'rest': 2, 'measure': 2, 'distribute': 2, 'stick': 2, 'accord': 1, 'foam': 1, 'dissolve': 1, 'stand': 1, 'sliver': 1, 'wring': 1, 'invert': 1, 'have': 1, 'crush': 1, 'wiggle': 1, 'stream': 1, 'level': 1, 'cube': 1, 'jiggle': 1, 'wet': 1, 'condense': 1, 'double': 1, 'oil': 1, 'tint': 1, 'shape': 1, 'depend': 1, 'prefer': 1, 'bread': 1, 'meet': 1, 'scoop': 1, 'wrap': 1, 'increase': 1, 'raise': 1, 'call': 1, 'bloom': 1, 'preheat': 1, 'replace': 1, 'show': 1, 'score': 1, 'escape': 1, 'leave': 1, 'brown': 1, 'knead': 1, 'pile': 1, 'split': 1, 'wash': 1, 'secure': 1, 'roast': 1, 'tap': 1, 'alternate': 1, 'go': 1, 'butter': 1, 'release': 1, 'touch': 1, 'flatten': 1, 'soak': 1, 'spoon': 1, 'resemble': 1, 'poke': 1, 'lower': 1, 'cream': 1, 'lay': 1, 'stop': 1, 'attach': 1, 'pierce': 1, 'tilt': 1, 'run': 1, 'aim': 1, 'hit': 1, 'splash': 1, 'salt': 1, 'steam': 1, 'triple': 1, 'prevent': 1, 'introduce': 1, 'braise': 1, 'smoke': 1, 'substitute': 1, 'twist': 1}","{'add': 242, 'combine': 156, 'whisk': 137, 'beat': 134, 'mix': 96}","{'segregate': {'Original Verb': ['mix'], 'Verb Counter': 96}, 'take_away': {'Original Verb': ['add', 'bring'], 'Verb Counter': 244}, 'subtract': {'Original Verb': ['add'], 'Verb Counter': 242}, 'differ': {'Original Verb': ['be'], 'Verb Counter': 45}, 'repair': {'Original Verb': ['break'], 'Verb Counter': 6}, 'keep': {'Original Verb': ['break'], 'Verb Counter': 6}, 'conform_to': {'Original Verb': ['break'], 'Verb Counter': 6}, 'make': {'Original Verb': ['break'], 'Verb Counter': 6}, 'promote': {'Original Verb': ['break'], 'Verb Counter': 6}, 'freeze': {'Original Verb': ['boil', 'release'], 'Verb Counter': 14}, 'unfold': {'Original Verb': ['fold'], 'Verb Counter': 35}, 'open': {'Original Verb': ['fold'], 'Verb Counter': 35}, 'disagreement': {'Original Verb': ['accord'], 'Verb Counter': 1}, 'disintegrate': {'Original Verb': ['incorporate'], 'Verb Counter': 30}, 'unmake': {'Original Verb': ['make', 'do'], 'Verb Counter': 51}, 'break': {'Original Verb': ['make', 'keep'], 'Verb Counter': 49}, 'unscramble': {'Original Verb': ['scramble'], 'Verb Counter': 26}, 'ascent': {'Original Verb': ['fall'], 'Verb Counter': 2}, 'rise': {'Original Verb': ['fall', 'fall', 'fall', 'set'], 'Verb Counter': 47}, 'ascend': {'Original Verb': ['fall'], 'Verb Counter': 2}, 'increase': {'Original Verb': ['fall'], 'Verb Counter': 2}, 'change': {'Original Verb': ['remain', 'stay', 'rest'], 'Verb Counter': 32}, 'bottom': {'Original Verb': ['top', 'top'], 'Verb Counter': 42}, 'go': {'Original Verb': ['come'], 'Verb Counter': 4}, 'leave': {'Original Verb': ['come'], 'Verb Counter': 4}, 'unite': {'Original Verb': ['separate', 'divide', 'split'], 'Verb Counter': 11}, 'joint': {'Original Verb': ['separate'], 'Verb Counter': 8}, 'disassemble': {'Original Verb': ['assemble'], 'Verb Counter': 4}, 'precede': {'Original Verb': ['follow', 'follow'], 'Verb Counter': 12}, 'predate': {'Original Verb': ['follow'], 'Verb Counter': 6}, 'blow_up': {'Original Verb': ['reduce'], 'Verb Counter': 8}, 'oxidize': {'Original Verb': ['reduce'], 'Verb Counter': 8}, 'oxidise': {'Original Verb': ['reduce'], 'Verb Counter': 8}, 'expand': {'Original Verb': ['reduce', 'cut'], 'Verb Counter': 15}, 'gain': {'Original Verb': ['reduce'], 'Verb Counter': 8}, 'obviate': {'Original Verb': ['need', 'take'], 'Verb Counter': 11}, 'disagree': {'Original Verb': ['fit'], 'Verb Counter': 2}, 'unfit': {'Original Verb': ['fit', 'fit'], 'Verb Counter': 4}, 'divest': {'Original Verb': ['place', 'put'], 'Verb Counter': 35}, 'sit': {'Original Verb': ['stand'], 'Verb Counter': 1}, 'yield': {'Original Verb': ['stand'], 'Verb Counter': 1}, 'heat': {'Original Verb': ['cool', 'cool', 'chill', 'chill'], 'Verb Counter': 14}, 'warm': {'Original Verb': ['cool', 'cool', 'cool'], 'Verb Counter': 12}, 'give': {'Original Verb': ['take'], 'Verb Counter': 9}, 'refuse': {'Original Verb': ['take', 'have'], 'Verb Counter': 10}, 'abstain': {'Original Verb': ['take', 'have'], 'Verb Counter': 10}, 'disclaim': {'Original Verb': ['take'], 'Verb Counter': 9}, 'prevent': {'Original Verb': ['let', 'allow'], 'Verb Counter': 12}, 'forbid': {'Original Verb': ['let', 'allow'], 'Verb Counter': 12}, 'disallow': {'Original Verb': ['let', 'allow'], 'Verb Counter': 12}, 'lack': {'Original Verb': ['have'], 'Verb Counter': 1}, 'dislike': {'Original Verb': ['like'], 'Verb Counter': 2}, 'unlike': {'Original Verb': ['like', 'like'], 'Verb Counter': 4}, 'unalike': {'Original Verb': ['like'], 'Verb Counter': 2}, 'beginning': {'Original Verb': ['finish'], 'Verb Counter': 4}, 'start': {'Original Verb': ['finish', 'stop', 'stop'], 'Verb Counter': 6}, 'begin': {'Original Verb': ['finish', 'stop'], 'Verb Counter': 5}, 'empty': {'Original Verb': ['fill', 'fill'], 'Verb Counter': 18}, 'uncover': {'Original Verb': ['cover'], 'Verb Counter': 16}, 'dress': {'Original Verb': ['peel'], 'Verb Counter': 2}, 'switch_on': {'Original Verb': ['cut'], 'Verb Counter': 7}, 'uncut': {'Original Verb': ['cut', 'cut', 'cut'], 'Verb Counter': 21}, 'untrimmed': {'Original Verb': ['cut'], 'Verb Counter': 7}, 'unmown': {'Original Verb': ['cut'], 'Verb Counter': 7}, 'middle': {'Original Verb': ['start'], 'Verb Counter': 7}, 'finish': {'Original Verb': ['start'], 'Verb Counter': 7}, 'end': {'Original Verb': ['start', 'start', 'start', 'begin', 'begin', 'begin'], 'Verb Counter': 30}, 'stop': {'Original Verb': ['start', 'start', 'go'], 'Verb Counter': 15}, 'pull': {'Original Verb': ['push'], 'Verb Counter': 8}, 'stay_in_place': {'Original Verb': ['move', 'go'], 'Verb Counter': 6}, 'stand_still': {'Original Verb': ['move'], 'Verb Counter': 5}, 'stay': {'Original Verb': ['move'], 'Verb Counter': 5}, 'rest': {'Original Verb': ['move'], 'Verb Counter': 5}, 'refrain': {'Original Verb': ['move'], 'Verb Counter': 5}, 'call_option': {'Original Verb': ['put'], 'Verb Counter': 4}, 'sharpen': {'Original Verb': ['drop', 'soften', 'flatten'], 'Verb Counter': 5}, 'attend_to': {'Original Verb': ['drop'], 'Verb Counter': 2}, 'recuperate': {'Original Verb': ['drop'], 'Verb Counter': 2}, 'raise': {'Original Verb': ['level', 'lower'], 'Verb Counter': 2}, 'idle': {'Original Verb': ['work', 'run'], 'Verb Counter': 3}, 'malfunction': {'Original Verb': ['work', 'go', 'run'], 'Verb Counter': 4}, 'unseal': {'Original Verb': ['seal'], 'Verb Counter': 12}, 'wet': {'Original Verb': ['dry', 'dry', 'dry', 'dry', 'dry'], 'Verb Counter': 10}, 'sweet': {'Original Verb': ['dry'], 'Verb Counter': 2}, 'phlegmy': {'Original Verb': ['dry'], 'Verb Counter': 2}, 'multiply': {'Original Verb': ['divide'], 'Verb Counter': 2}, 'dry': {'Original Verb': ['wet', 'wet', 'wet', 'wet', 'wet'], 'Verb Counter': 5}, 'unwind': {'Original Verb': ['roll', 'wrap'], 'Verb Counter': 20}, 'lower': {'Original Verb': ['lift', 'raise'], 'Verb Counter': 4}, 'fall': {'Original Verb': ['lift'], 'Verb Counter': 3}, 'single': {'Original Verb': ['double'], 'Verb Counter': 1}, 'multivalent': {'Original Verb': ['double'], 'Verb Counter': 1}, 'stand': {'Original Verb': ['soften', 'sit', 'lay'], 'Verb Counter': 8}, 'harden': {'Original Verb': ['soften', 'soften'], 'Verb Counter': 4}, 'gather': {'Original Verb': ['spread', 'distribute'], 'Verb Counter': 6}, 'fold': {'Original Verb': ['spread'], 'Verb Counter': 4}, 'unstuff': {'Original Verb': ['stuff'], 'Verb Counter': 6}, 'disarrange': {'Original Verb': ['arrange'], 'Verb Counter': 2}, 'take': {'Original Verb': ['give'], 'Verb Counter': 2}, 'starve': {'Original Verb': ['give'], 'Verb Counter': 2}, 'discontinue': {'Original Verb': ['continue', 'continue', 'keep'], 'Verb Counter': 30}, 'cover': {'Original Verb': ['uncover'], 'Verb Counter': 2}, 'diverge': {'Original Verb': ['meet'], 'Verb Counter': 1}, 'unwrap': {'Original Verb': ['wrap'], 'Verb Counter': 1}, 'homogenize': {'Original Verb': ['curdle'], 'Verb Counter': 2}, 'decrease': {'Original Verb': ['increase', 'increase', 'increase', 'increase', 'increase', 'increase'], 'Verb Counter': 6}, 'decrement': {'Original Verb': ['increase'], 'Verb Counter': 1}, 'lose': {'Original Verb': ['keep'], 'Verb Counter': 2}, 'let': {'Original Verb': ['keep', 'prevent'], 'Verb Counter': 3}, 'descent': {'Original Verb': ['raise'], 'Verb Counter': 1}, 'level': {'Original Verb': ['raise'], 'Verb Counter': 1}, 'demote': {'Original Verb': ['raise'], 'Verb Counter': 1}, 'put_option': {'Original Verb': ['call'], 'Verb Counter': 1}, 'defy': {'Original Verb': ['apply'], 'Verb Counter': 2}, 'exempt': {'Original Verb': ['apply'], 'Verb Counter': 2}, 'move': {'Original Verb': ['stay', 'stick'], 'Verb Counter': 4}, 'depart': {'Original Verb': ['stay'], 'Verb Counter': 2}, 'disprove': {'Original Verb': ['show'], 'Verb Counter': 1}, 'hide': {'Original Verb': ['show'], 'Verb Counter': 1}, 'deny': {'Original Verb': ['allow'], 'Verb Counter': 3}, 'arrive': {'Original Verb': ['leave'], 'Verb Counter': 1}, 'enter': {'Original Verb': ['leave'], 'Verb Counter': 1}, 'disinherit': {'Original Verb': ['leave'], 'Verb Counter': 1}, 'unfasten': {'Original Verb': ['secure'], 'Verb Counter': 1}, 'insecure': {'Original Verb': ['secure', 'secure', 'secure'], 'Verb Counter': 3}, 'coldness': {'Original Verb': ['heat'], 'Verb Counter': 2}, 'anestrus': {'Original Verb': ['heat'], 'Verb Counter': 2}, 'cool': {'Original Verb': ['heat', 'heat'], 'Verb Counter': 4}, 'opposite': {'Original Verb': ['alternate'], 'Verb Counter': 1}, 'come': {'Original Verb': ['go'], 'Verb Counter': 1}, 'be_born': {'Original Verb': ['go'], 'Verb Counter': 1}, 'no-go': {'Original Verb': ['go'], 'Verb Counter': 1}, 'hold': {'Original Verb': ['release'], 'Verb Counter': 1}, 'confine': {'Original Verb': ['release'], 'Verb Counter': 1}, 'block': {'Original Verb': ['release'], 'Verb Counter': 1}, 'arise': {'Original Verb': ['sit', 'lay'], 'Verb Counter': 6}, 'undercharge': {'Original Verb': ['soak'], 'Verb Counter': 1}, 'high': {'Original Verb': ['lower', 'lower', 'lower'], 'Verb Counter': 3}, 'continuant_consonant': {'Original Verb': ['stop'], 'Verb Counter': 1}, 'continue': {'Original Verb': ['stop'], 'Verb Counter': 1}, 'detach': {'Original Verb': ['attach', 'attach'], 'Verb Counter': 2}, 'back': {'Original Verb': ['look'], 'Verb Counter': 3}, 'be_active': {'Original Verb': ['rest'], 'Verb Counter': 2}, 'miss': {'Original Verb': ['hit'], 'Verb Counter': 1}, 'dislodge': {'Original Verb': ['stick'], 'Verb Counter': 2}, 'unbend': {'Original Verb': ['twist'], 'Verb Counter': 1}, 'untwist': {'Original Verb': ['twist'], 'Verb Counter': 1}}","{'take_away': {'Original Verb': ['add'], 'Verb Counter': 242}, 'subtract': {'Original Verb': ['add'], 'Verb Counter': 242}, 'segregate': {'Original Verb': ['mix'], 'Verb Counter': 96}}"
vanilla,"{'add': 138, 'combine': 111, 'whisk': 62, 'mix': 55, 'beat': 29, 'stir': 26, 'make': 18, 'incorporate': 16, 'be': 15, 'powder': 15, 'melt': 13, 'granulate': 10, 'use': 9, 'pulse': 9, 'dry': 8, 'whip': 7, 'blend': 7, 'pour': 6, 'start': 6, 'remove': 5, 'cool': 5, 'scrape': 5, 'serve': 5, 'remain': 4, 'mash': 4, 'heat': 3, 'bake': 3, 'become': 3, 'form': 3, 'begin': 3, 'prepare': 3, 'slice': 3, 'evaporate': 2, 'fall': 2, 'scoop': 2, 'bring': 2, 'fold': 2, 'place': 2, 'follow': 2, 'thicken': 2, 'want': 1, 'color': 1, 'rise': 1, 'smooth': 1, 'fill': 1, 'condense': 1, 'take': 1, 'soften': 1, 'measure': 1, 'create': 1, 'burn': 1, 'crack': 1, 'desire': 1, 'strain': 1, 'eliminate': 1, 'assemble': 1, 'frost': 1, 'spread': 1, 'cream': 1, 'top': 1, 'dollop': 1, 'clump': 1, 'grease': 1, 'warm': 1, 'reach': 1, 'continue': 1, 'freeze': 1, 'dissolve': 1, 'drain': 1, 'process': 1, 'grind': 1, 'like': 1, 'transfer': 1, 'cook': 1, 'need': 1}","{'add': 138, 'combine': 111, 'whisk': 62, 'mix': 55, 'beat': 29}","{'segregate': {'Original Verb': ['mix'], 'Verb Counter': 55}, 'take_away': {'Original Verb': ['add', 'bring'], 'Verb Counter': 140}, 'subtract': {'Original Verb': ['add'], 'Verb Counter': 138}, 'colorlessness': {'Original Verb': ['color'], 'Verb Counter': 1}, 'discolor': {'Original Verb': ['color'], 'Verb Counter': 1}, 'black-and-white': {'Original Verb': ['color'], 'Verb Counter': 1}, 'differ': {'Original Verb': ['be'], 'Verb Counter': 15}, 'disintegrate': {'Original Verb': ['incorporate'], 'Verb Counter': 16}, 'coldness': {'Original Verb': ['heat'], 'Verb Counter': 3}, 'anestrus': {'Original Verb': ['heat'], 'Verb Counter': 3}, 'cool': {'Original Verb': ['heat', 'heat', 'warm', 'warm', 'warm'], 'Verb Counter': 9}, 'unmake': {'Original Verb': ['make'], 'Verb Counter': 18}, 'break': {'Original Verb': ['make'], 'Verb Counter': 18}, 'ascent': {'Original Verb': ['fall'], 'Verb Counter': 2}, 'rise': {'Original Verb': ['fall', 'fall', 'fall'], 'Verb Counter': 6}, 'ascend': {'Original Verb': ['fall'], 'Verb Counter': 2}, 'increase': {'Original Verb': ['fall'], 'Verb Counter': 2}, 'change': {'Original Verb': ['remain'], 'Verb Counter': 4}, 'fall': {'Original Verb': ['rise', 'rise', 'rise'], 'Verb Counter': 3}, 'descent': {'Original Verb': ['rise'], 'Verb Counter': 1}, 'sit_down': {'Original Verb': ['rise'], 'Verb Counter': 1}, 'wane': {'Original Verb': ['rise'], 'Verb Counter': 1}, 'go_to_bed': {'Original Verb': ['rise'], 'Verb Counter': 1}, 'turn_in': {'Original Verb': ['rise'], 'Verb Counter': 1}, 'set': {'Original Verb': ['rise'], 'Verb Counter': 1}, 'roughen': {'Original Verb': ['smooth'], 'Verb Counter': 1}, 'rough': {'Original Verb': ['smooth', 'smooth', 'smooth'], 'Verb Counter': 3}, 'staccato': {'Original Verb': ['smooth'], 'Verb Counter': 1}, 'empty': {'Original Verb': ['fill', 'fill'], 'Verb Counter': 2}, 'heat': {'Original Verb': ['cool', 'cool'], 'Verb Counter': 10}, 'warm': {'Original Verb': ['cool', 'cool', 'cool'], 'Verb Counter': 15}, 'wet': {'Original Verb': ['dry', 'dry', 'dry', 'dry', 'dry'], 'Verb Counter': 40}, 'sweet': {'Original Verb': ['dry'], 'Verb Counter': 8}, 'phlegmy': {'Original Verb': ['dry'], 'Verb Counter': 8}, 'end': {'Original Verb': ['begin', 'begin', 'begin', 'start', 'start', 'start'], 'Verb Counter': 27}, 'give': {'Original Verb': ['take'], 'Verb Counter': 1}, 'refuse': {'Original Verb': ['take'], 'Verb Counter': 1}, 'obviate': {'Original Verb': ['take', 'need'], 'Verb Counter': 2}, 'abstain': {'Original Verb': ['take'], 'Verb Counter': 1}, 'disclaim': {'Original Verb': ['take'], 'Verb Counter': 1}, 'sharpen': {'Original Verb': ['soften'], 'Verb Counter': 1}, 'stand': {'Original Verb': ['soften'], 'Verb Counter': 1}, 'harden': {'Original Verb': ['soften', 'soften'], 'Verb Counter': 2}, 'unfold': {'Original Verb': ['fold'], 'Verb Counter': 2}, 'open': {'Original Verb': ['fold'], 'Verb Counter': 2}, 'middle': {'Original Verb': ['start'], 'Verb Counter': 6}, 'finish': {'Original Verb': ['start'], 'Verb Counter': 6}, 'stop': {'Original Verb': ['start', 'start'], 'Verb Counter': 12}, 'divest': {'Original Verb': ['place'], 'Verb Counter': 2}, 'relax': {'Original Verb': ['strain'], 'Verb Counter': 1}, 'unstrain': {'Original Verb': ['strain'], 'Verb Counter': 1}, 'necessitate': {'Original Verb': ['eliminate'], 'Verb Counter': 1}, 'disassemble': {'Original Verb': ['assemble'], 'Verb Counter': 1}, 'gather': {'Original Verb': ['spread'], 'Verb Counter': 1}, 'fold': {'Original Verb': ['spread'], 'Verb Counter': 1}, 'bottom': {'Original Verb': ['top', 'top'], 'Verb Counter': 2}, 'discontinue': {'Original Verb': ['continue', 'continue'], 'Verb Counter': 2}, 'boil': {'Original Verb': ['freeze'], 'Verb Counter': 1}, 'unfreeze': {'Original Verb': ['freeze'], 'Verb Counter': 1}, 'unblock': {'Original Verb': ['freeze'], 'Verb Counter': 1}, 'dislike': {'Original Verb': ['like'], 'Verb Counter': 1}, 'unlike': {'Original Verb': ['like', 'like'], 'Verb Counter': 2}, 'unalike': {'Original Verb': ['like'], 'Verb Counter': 1}, 'precede': {'Original Verb': ['follow', 'follow'], 'Verb Counter': 4}, 'predate': {'Original Verb': ['follow'], 'Verb Counter': 2}, 'thin': {'Original Verb': ['thicken', 'thicken'], 'Verb Counter': 4}}","{'take_away': {'Original Verb': ['add'], 'Verb Counter': 138}, 'subtract': {'Original Verb': ['add'], 'Verb Counter': 138}, 'segregate': {'Original Verb': ['mix'], 'Verb Counter': 55}}"
