Recipe Title,Recipe URL,Recipe Video,Most_Accurate_Cutlery,Most_Occurring_Cutlery,Last_Detected_Cutlery,Most_Accurate_Container,Most_Occurring_Container,Last_Detected_Container,Used COCO Model
One-Pan Miso Honey Salmon For Two,https://tasty.co/recipe/one-pan-miso-honey-salmon-for-two,0.0,"[{'Cutlery': 'fork', 'Accuracy': 58}, {'Cutlery': 'person', 'Accuracy': 57}]","[{'Cutlery': 'person', 'Occurrence': 111, 'Average Accuracy': 44.333333333333336}]","{'Container': 'knife', 'Accuracy': 32}","{'Container': None, 'Accuracy': -1}","[{'Container': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},True
